-53639.767577216684,45018.0361348898
-58283.80713260594,48915.62089260505
-62628.96243136309,52562.36223930453
-66678.8786905105,55961.31948189717
-70435.96347588215,59114.51320866297
-73901.39104398449,62022.92893322906
-77075.10381417083,64686.518330113315
-79955.80101237877,67104.18970379887
-82540.90838248652,69273.78256850592
-84826.52430316678,71192.02242589406
-86807.33771882732,72854.45188728809
-88476.5124394249,74255.33357043749
-89825.53071202051,75387.51881443424
-90843.98643283469,76242.27412960817
-91519.31467901125,76809.0542027239
-91836.43889041041,77075.20578862436
-91777.30917693564,77025.58022725346
-91320.29345821343,76642.02244784993
-90439.36507956227,75902.68916260944
-89103.00205664207,74781.12504008591
-87272.66675402112,73244.9867510126
-84900.65672780166,71254.23925347751
-81926.9805535915,68758.5337813884
-78274.6609161542,65693.2658870476
-73842.37893875256,61973.40207646185
-68492.3613851174,57483.31394911996
-62029.13885811492,52058.950675181506
-54159.16834945848,45453.951572058584
-44405.54087000605,37268.063113757926
-31901.332017840992,26773.70507735041
-14827.026293486528,12443.819867265289
8253.485924350716,-6926.870573155331
13922.469207464022,-11684.655810011758
8285.426933300063,-6953.677577734849
1085.234184710703,-910.8002131461783
-6242.693221702553,5239.28051382312
-13368.625499240708,11219.833585817403
-20196.09420903902,16949.896316702077
-26697.17360028897,22406.03157175818
-32867.5753046439,27584.640269000247
-38711.560382012,32489.29857136881
-44236.18726177233,37125.93037904382
-49448.950410486796,41500.825543413215
-54356.77905961043,45619.799533224774
-58965.61755678762,49487.84123767602
-63280.26259950215,53108.97636214374
-67304.31305619882,56486.22531474997
-71040.16510973705,59621.599130430535
-74489.0201117054,62516.10606279308
-77650.8886702884,65169.75501492859
-80524.58207960743,67581.54834634229
-83107.68562656209,69749.45947029578
-85396.50958837618,71670.39172771118
-87386.01378435388,73340.1150660177
-89069.70076812555,74753.17639903232
-90439.47125813697,75902.77827467491
-91485.4331348375,76780.61857279405
-92195.65204899234,77376.68119918616
-92555.82695494033,77678.96377167372
-92548.86698357202,77673.12250395959
-92154.33581089185,77342.0058830212
-91347.71406307243,76665.03563071277
-90099.40589649638,75617.37296011132
-88373.37661031696,74168.77516998864
-86125.24276528334,72281.99274636731
-83299.52320333089,69910.46223658347
-79825.5549326261,66994.87859023485
-75611.18853702833,63457.90393034991
-70532.58905359685,59195.60777609076
-64416.74620487201,54062.78847438858
-57009.17627648757,47845.86648218013
-47908.24568815016,40207.76436890957
-36413.61080090299,30560.70749144327
-21122.24828478212,17727.185994328996
639.2623759317744,-536.5112124784181
14480.623548297795,-12153.095801825348
10518.718726028905,-8828.003570671788
3578.0101331666287,-3002.9024498400113
-3746.6325113540797,3144.4214879734545
-10940.622258631021,9182.092884120239
-17860.52298946269,14989.730672668964
-24463.233366706318,20531.161364423133
-30738.975867807138,25798.179016598937
-36690.01947489681,30792.6879088787
-42322.83891388394,35520.1220589349
-47644.95458594875,39986.79308419933
-52663.599062633,44198.77103645783
-57385.15206215909,48161.41019665651
-61814.91321376673,51879.158363721675
-65957.02470327745,55355.49193360654
-69814.45743526626,58592.90428567476
-73389.01937935021,61592.91278745416
-76681.36558409393,64356.067198970624
-79690.99917283887,66881.95050850995
-82416.25722397794,69169.16708241613
-84854.27738723483,71215.3146472627
-87000.94160577931,73016.9370577395
-88850.79295289669,74569.4545004895
-90396.92056736525,75867.06692427679
-91630.80600314957,76902.62508650142
-92542.12186897513,77667.46155822849
-93118.4701432995,78151.1711008252
-93345.04253154555,78341.32561531967
-93204.17789932125,78223.10271112046
-92674.78087386758,77778.79775794674
-91731.54898379667,76987.17525045358
-90343.92945321006,75822.59328093816
-88474.68428497747,74253.79926244538
-86077.871140756,72242.23534990929
-83095.92368159887,69739.5880691311
-79455.28938091647,66684.12728127219
-75059.64910671665,62995.01560838765
-69778.85428368079,58563.023769083
-63429.751174240846,53234.43704854031
-55740.27666500593,46780.9221108261
-46275.11368081802,38837.13211152361
-34260.09673040418,28753.336232721038
-18107.449487271882,15196.967700387442
4592.566320113289,-3854.38501862618
14409.627142853256,-12093.510928714324
9532.77017127919,-8000.530416542395
