84839.01442252703,-71202.50495910029
87006.64544298252,-73021.72409470718
88727.72015428418,-74466.16367831844
90030.24914326581,-75559.33204464905
90937.1936514085,-76320.49978425863
91467.4420918633,-76765.51930114138
91636.52767670334,-76907.42709291748
91457.16204504383,-76756.89160680206
90939.63446960184,-76322.54828011908
90092.11006421683,-75611.24981574943
88920.84976611627,-74628.25080578247
87430.3676045428,-73377.33972173333
85623.5356155757,-71860.92696599393
83501.64292240902,-70080.09445590025
81064.41244540203,-68034.60964791734
78309.97606863992,-65722.90469577005
75234.80658882666,-63142.019337460915
71833.60217550416,-60287.503926657606
68099.11617944864,-57153.27659665168
64021.92179831025,-53731.4257522233
59590.09738410154,-50011.94595889442
54788.81465188732,-45982.39234046224
49599.8109946743,-41627.43771079819
44000.73583030716,-36928.32398498704
37964.40230556765,-31862.234159974607
31458.124039453916,-26401.735665719974
24443.831569066493,-20514.87809427312
16881.56532847866,-14168.124738372193
8746.997070846022,-7341.057726259057
116.69048431694927,-97.93436245524752
-8281.514539404892,6950.394038331944
-9231.46960181369,7747.659076150661
8663.111094194875,-7270.655073550942
24221.406558195664,-20328.20433282789
36238.542527279766,-30413.778632070578
45966.967060313444,-38578.51511295133
54074.54429878156,-45382.92947888513
60944.33717727998,-51148.513447873214
66817.79740225482,-56077.9092410996
71858.27644799181,-60308.21220599409
76182.21966070129,-63937.15096891514
79875.96879093803,-67037.18923024563
83005.50686367934,-69663.70430306814
85622.45272112502,-71860.01812944602
87767.92780359692,-73660.6425383827
89475.14881201203,-75093.45517942279
90771.22216616858,-76181.20555057957
91678.41876387715,-76942.58486040412
92215.09881420607,-77393.00220913373
92396.39386725819,-77545.15699313114
92234.71561445895,-77409.46592369761
91740.13772478924,-76994.38348925862
90920.68203603219,-76306.64214596717
89782.53052831646,-75351.43021989813
88330.17773927005,-74132.5198239163
86566.53346849898,-72652.35305405947
84492.98202953607,-70912.0917176849
82109.40145604947,-68911.63345258961
79414.14361615582,-66649.59503763095
76403.9738751163,-64123.26175366995
73073.96655626845,-61328.4996474861
69417.34979266656,-58259.62532102071
65425.2902865957,-54909.22528734886
61086.60497168512,-51267.91397847056
56387.38296139465,-47324.01645951547
51310.499004091085,-43063.16008810257
45835.00400288873,-38467.762998327686
39935.40479421007,-33516.429643361895
33580.944638665256,-28183.34693586826
26735.33845753187,-22438.0620409655
19358.644388680714,-16247.053109588143
11417.873702962264,-9582.633821157513
2936.9527400574502,-2464.884740392457
-5719.827719747896,4800.457246600919
-11202.14987314983,9401.584133470244
2498.6213683028363,-2097.0080991619357
19561.550839454994,-16417.34560609921
32583.26850848555,-27346.03122575413
42993.7073252485,-36083.15914411209
51611.16523684683,-43315.499051192724
58889.395334147295,-49423.870513590526
65106.432061852654,-54641.618402913206
70446.50455380452,-59123.3599775681
